dataset,scene_id,n_frames_sampled,blur_mean,blur_min,overexposed_ratio_mean,underexposed_ratio_mean,depth_min_m,depth_max_m,depth_median_m,mesh_vertices,mesh_triangles,mesh_bbox_diagonal_m
arkitscenes,44796473,398,444.54593155465784,15.11988622446855,0.003652192440064907,0.004052090285411432,0.20500001311302185,6.75700044631958,1.8980001211166382,1328132,,12.72675224438706
arkitscenes,45261263,333,291.48175868222444,25.41705157980323,0.0223119848363989,0.0016454442723973972,0.2680000066757202,4.519000053405762,1.378000020980835,393636,,8.2082677066559
arkitscenes,45261641,365,436.7880163003479,73.57221260625455,0.007155215468036529,0.006802772278110732,0.40800002217292786,7.089000225067139,1.6760001182556152,908907,,10.349024978805025
arkitscenes,45663065,608,590.4898951877608,34.524311707665525,0.018928762067828262,0.004550900375633909,0.3150000274181366,20.85900115966797,2.136000156402588,1116288,,18.038067833489492
arkitscenes,47204453,672,848.1960550762728,107.18990600067707,0.029461754692925345,0.006684197319878473,0.41100001335144043,7.26900053024292,1.2910000085830688,915856,,11.361643713620065
arkitscenes,47204780,240,737.461059849028,85.63627134387691,0.014230685763888888,0.01025543212890625,0.5270000100135803,7.460000514984131,1.9060001373291016,700791,,12.808026607948076
arkitscenes,47204786,701,928.6341199132299,122.59568291861149,0.011922664887214694,0.009473944866708274,0.3800000250339508,17.4060001373291,1.3220000267028809,781044,,13.386557791116742
arkitscenes,47331561,322,507.91773408749566,5.344028466277653,0.002209902303312629,0.004850399420128106,0.3140000104904175,4.054000377655029,1.2370001077651978,296775,,8.690664838268711
arkitscenes,47331622,553,634.2590423968923,121.49838063451979,0.0009786595487680833,0.005202373299992465,0.09600000083446503,6.218000411987305,0.8240000605583191,345698,,10.419148851637352
arkitscenes,47331625,773,645.3981654044394,59.38795451281799,0.00048659679549374726,0.005722249875350367,0.13600000739097595,7.628000259399414,0.8810000419616699,351095,,8.10098955583598
arkitscenes,47331627,413,586.0388197725448,96.44706047905815,0.002009677348163842,0.004973552417524213,0.2680000066757202,5.13200044631958,0.8970000147819519,308349,,7.817033114828946
arkitscenes,47332314,226,1102.3901146085916,166.5873843414916,0.0021828620483038347,0.0014392774013643067,0.23200000822544098,6.175000190734863,1.0170000791549683,300785,,8.550235829397955
arkitscenes,47332795,901,725.3974639547673,4.3554500589768095,0.007844541763491954,0.00684336649238115,0.14500001072883606,6.843000411987305,0.9860000610351562,742008,,10.63634608083137
arkitscenes,47333521,221,280.68875439596525,15.945782177978094,0.009423533536010557,0.007775400199142157,0.25300002098083496,4.496000289916992,0.8660000562667847,250283,,7.412017629521512
arkitscenes,47333801,715,755.5504449680991,5.83369926446014,0.004766347747304779,0.003981000282269814,0.18200001120567322,7.093000411987305,1.3450000286102295,1126008,,14.098986916448688
arkitscenes,47430858,230,543.5803442188596,47.543725634614624,0.00835518215013587,0.004360298488451087,0.2600000202655792,6.179000377655029,1.531000018119812,671139,,14.112241325946616
arkitscenes,47669939,293,1210.779593805328,263.7360081072483,0.010878561842292377,0.0029128837368458476,0.33800002932548523,9.171000480651855,2.3330001831054688,1365402,,12.543884405506237
arkitscenes,48018155,296,300.06398792426717,11.59723420565327,0.0031283266909487616,0.001463744017454955,0.3450000286102295,5.367000102996826,1.1450001001358032,564412,,12.056748205760254
arkitscenes,42445022,463,395.95855717830324,3.356854822486639,0.006210557842872571,0.011475004851174404,0.20400001108646393,15.492000579833984,1.2510000467300415,730526,,13.980971876372648
arkitscenes,42897566,328,669.4353198590902,12.732008402546247,0.02198406932799797,0.0016529734541730183,0.22800001502037048,5.082000255584717,1.6910001039505005,738066,,8.960482885866657
arkitscenes,42897599,1807,1221.10125613056,97.85075937666828,0.0005144359572438204,0.005559389627720901,0.16500000655651093,13.414000511169434,1.3290001153945923,2304012,,18.59160438040372
arkitscenes,42898849,871,601.1884042293937,44.22744039321939,0.004692022160830464,0.00676200857939868,0.48600003123283386,13.695000648498535,2.2180001735687256,1463718,,20.18913818469187
arkitscenes,45662981,636,520.4898547979832,81.12456280945075,0.006915622287326388,0.003726151504356656,0.3680000305175781,19.187000274658203,2.0930001735687256,1653646,,15.939079993777375
arkitscenes,47204552,857,727.1114480178936,24.360247764322494,0.0254690614668417,0.003853405092254959,0.12200000882148743,21.171001434326172,1.312000036239624,1472452,,13.517500287334862
replica,apartment_0,,,,,,,,,4564613,56006,18.28578706712311
replica,apartment_1,,,,,,,,,1909995,2240,13.656427430397901
replica,apartment_2,,,,,,,,,2136963,190010,14.175276677508956
replica,frl_apartment_0,,,,,,,,,1757500,172062,14.904793854510565
replica,frl_apartment_1,,,,,,,,,1780375,36632,15.02507708419284
replica,frl_apartment_2,,,,,,,,,1834413,18172,15.20215738248981
replica,frl_apartment_3,,,,,,,,,1786859,884108,15.163396908729293
replica,frl_apartment_4,,,,,,,,,1831390,2890,15.379123699068545
replica,frl_apartment_5,,,,,,,,,1769475,170100,15.227628222183249
replica,hotel_0,,,,,,,,,1097438,223622,9.938749017254628
replica,office_0,,,,,,,,,589517,574842,7.308188808825679
replica,office_1,,,,,,,,,423007,30680,6.915258640600848
replica,office_2,,,,,,,,,858623,679452,10.764368691760426
replica,office_3,,,,,,,,,1187140,676292,13.00296905335793
replica,office_4,,,,,,,,,993008,5116,9.64913628593106
replica,room_0,,,,,,,,,954492,16516,9.49978726972449
replica,room_1,,,,,,,,,645512,104,9.195634380962051
replica,room_2,,,,,,,,,722496,957450,9.12211646083141
